discount,discounted_price,name,original_price,product_id,product_info,product_url,total_reviews
49,18.99,Stone 3D Print Kangaroo Pocket Hoodie,37.52,8365077,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print,Others,Stone;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/stone-3d-print-kangaroo-pocket-product8365077.html,0
31,26.99,Color-blocking Drop Shoulder Asymmetrical Hem Hoodie,39.14,8247020,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Colorblock;Material:Cotton,Spandex;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.6510kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/color-blocking-drop-shoulder-asymmetrical-product8247020.html,0
0,0.0,Kangaroo Pocket Eagle Print Drawstring Hoodie,29.99,8349202,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.6900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/kangaroo-pocket-eagle-print-drawstring-product8349202.html,0
0,0.0,Eagle Pattern Casual Pouch Pocket Hoodie,26.99,8259875,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4950kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/eagle-pattern-casual-pouch-pocket-product8259875.html,0
31,24.99,Geometric Animal Print Pocket Hoodie,36.44,8264394,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal,Geometric;Season:Fall,Spring,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/geometric-animal-print-pocket-hoodie-product8264394.html,0
0,0.0,Bicolor Skull Graphic Front Pocket Drawstring Hoodie,26.99,8335048,"Clothes Type:Hoodie;Occasion:Daily,Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Skull;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/bicolor-skull-graphic-front-pocket-product8335048.html,0
0,0.0,Side Pocket Split Hem Patchwork Pullover Casual Hoodie,29.99,3214354,"Clothes Type:Hoodie;Occasion:Daily,Going Out,Home,Night Out,Office,Sports;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Geometric,Patchwork;Season:Fall;Weight:0.5550kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/side-pocket-split-hem-patchwork-product3214354.html,0
0,0.0,Graffiti Pattern Casual Front Pocket Hoodie,26.99,8357736,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5100kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/graffiti-pattern-casual-front-pocket-product8357736.html,0
72,12.99,Full Face Santa Mask Zip Funny Hoodie,46.18,4490997,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Daily Use,Festival,Going Out,Night Out,Office,Party;Style:Trendy;Fit Type:Loose;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Closure Type:Zipper;Patterns:Portrait,Print;Season:Fall;Weight:0.6000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/full-face-santa-mask-zip-product4490997.html,0
25,29.99,Digital Floral Skull Print Front Pocket Drawstring Hoodie,40.22,8333994,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Floral,Skulls;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/digital-floral-skull-print-front-product8333994.html,0
0,0.0,Front Pocket Galaxy Animal Print Hoodie,26.99,8378235,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4850kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/front-pocket-galaxy-animal-print-product8378235.html,0
0,0.0,Marvel Spider-Man Button Up Denim Jacket,47.99,8356153,"Clothes Type:Jackets;Style:Casual,Punk;Material:Cotton;Collar:Turn-down Collar;Shirt Length:Regular;Season:Fall,Winter;Sleeve Length:Long Sleeves;Fit Type:Daily;Pattern Type:Cartoon;Weight:0.8000kg;Package Contents:1 x Jacket;",https://www.dresslily.com/marvel-spider-man-button-up-product8356153.html,0
84,9.99,Destroyed Pocket Decoration Hoodie,64.23,8173506,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Others;Season:Fall,Spring;Weight:0.3700kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/destroyed-pocket-decoration-long-sleeves-product8173506.html,0
0,0.0,Burning Honeycomb Briquette Graphic Front Pocket Hoodie,26.99,8146430,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/burning-honeycomb-briquette-graphic-front-product8146430.html,0
0,0.0,Kangaroo Pocket Tie Dye Printed Drawstring Hoodie,22.99,8368096,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Tie Dye;Season:Fall,Spring;Weight:0.4800kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/kangaroo-pocket-tie-dye-printed-product8368096.html,0
0,0.0,Skull Pattern Casual Hoodie,26.99,8253102,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Skull;Season:Fall,Spring;Weight:0.4700kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/skull-pattern-casual-hoodie-product8253102.html,0
0,0.0,Skull Dragon 3D Print Drawstring Hoodie,26.99,8378474,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Skull;Season:Fall,Spring;Weight:0.4800kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/skull-dragon-3d-print-drawstring-product8378474.html,0
78,12.99,Asymmetric One Button Long Sleeve Hoodie,60.05,7872341,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall;Weight:0.2780kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/asymmetric-one-button-long-sleeve-product7872341.html,0
41,24.59,Red Moon Allover Print Kangaroo Pocket Hoodie,41.39,8347774,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Moon;Season:Fall,Spring,Winter;Weight:0.6000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/red-moon-allover-print-kangaroo-product8347774.html,0
0,0.0,Marvel Spider-Man And Venom Graphic Casual Drawstring Hoodie,26.99,8356077,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Cartoon,Graphic;Embellishment:Front Pocket;Material:Polyester;Fabric Stretch:No Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/marvel-spider-man-and-venom-product8356077.html,0
0,0.0,Marvel Spider-Man Drop Shoulder Drawstring Hoodie,36.99,8356058,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Graphic,Letter;Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.7080kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/marvel-spider-man-drop-shoulder-product8356058.html,0
0,0.0,Palm Tree Flower Print Front Pocket Hoodie,29.99,8376703,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Floral,Plant;Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.6000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/palm-tree-flower-print-front-product8376703.html,0
37,22.99,3D Print Vintage Front Pocket Drawstring Hoodie,36.44,8368621,"Clothes Type:Hoodie;Occasion:Daily;Style:Vintage;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print;Season:Fall,Spring,Winter;Weight:0.5250kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/3d-print-vintage-front-pocket-product8368621.html,0
37,24.99,Dragon and Elephant Tribal Pattern Hoodie,39.41,8342116,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.5400kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/dragon-and-elephant-tribal-pattern-product8342116.html,1
49,18.99,Fire Water Wolf Print Kangaroo Pocket Hoodie,37.52,8363949,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print,Animal;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/fire-water-wolf-print-kangaroo-product8363949.html,0
0,0.0,Marvel Spider-Man Embroidery Web Casual Sweatshirt,22.99,8354764,"Clothes Type:Sweatshirts;Style:Casual;Pattern Type:Character;Embellishment:Embroidery;Material:Cotton;Fabric Stretch:No Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.3650kg;Package Contents:1 x Sweatshirt;",https://www.dresslily.com/marvel-spider-man-embroidery-web-product8354764.html,0
72,12.99,Geometric Pattern Pullover Drawstring Hoodie,45.58,7471514,Clothes Type:Hoodie;Occasion:Going Out;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Geometric;Season:Winter;Weight:0.4500kg;Package Contents:1 x Hoodie;,https://www.dresslily.com/geometric-pattern-pullover-drawstring-hoodie-product7471514.html,0
0,0.0,3D Colorful Vortex Print Hoodie,29.99,3232432,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:3D;Season:Fall,Winter;Weight:0.5020kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/3d-colorful-vortex-print-hoodie-product3232432.html,0
0,0.0,Contrast Zip Up Fluffy Hoodie,26.99,8374384,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Others;Material:Cotton,Polyester;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Winter;Weight:0.5050kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/contrast-zip-up-fluffy-hoodie-product8374384.html,0
55,18.99,Stones 3D Print Kangaroo Pocket Hoodie,42.1,8363968,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print,Others,Stone;Season:Fall,Spring,Winter;Weight:0.5100kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/stones-3d-print-kangaroo-pocket-product8363968.html,0
58,19.99,Colorful Diamond Geo Print Front Pocket Hoodie,47.08,8352504,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Geometric;Season:Fall,Spring,Winter;Weight:0.6000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/colorful-diamond-geo-print-front-product8352504.html,0
0,0.0,Flower Pattern Front Pocket Hoodie,29.99,8375163,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Floral;Material:Polyester;Fabric Stretch:No Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.6500kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/flower-pattern-front-pocket-hoodie-product8375163.html,0
52,18.99,Geometric 3D Print Kangaroo Pocket Hoodie,39.95,8363955,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print,Geometric;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/geometric-3d-print-kangaroo-pocket-product8363955.html,0
0,0.0,Christmas Tree Santa Elk 3D Print Hoodie,26.99,8372242,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Animal,Christmas Tree,Santa Claus;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/christmas-tree-santa-elk-3d-product8372242.html,0
0,0.0,Long Sleeve Open Front Longline Hoodie,26.99,3223392,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Long;Sleeve Length:Full;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Solid;Season:Fall,Winter;Weight:0.4300kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/long-sleeve-open-front-longline-product3223392.html,11
0,0.0,Color Spliced Design Hoodie,22.99,8203781,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.4500kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/color-spliced-design-long-sleeved-product8203781.html,0
69,12.99,3D Flower Print Pullover Hoodie,41.39,7470439,Clothes Type:Hoodie;Occasion:Going Out;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Floral;Season:Winter;Weight:0.4500kg;Package Contents:1 x Hoodie;,https://www.dresslily.com/3d-flower-print-pullover-hoodie-product7470439.html,0
0,0.0,Color Blocking Drawstring Kangaroo Pocket Hoodie,22.99,8237718,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.3600kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/color-blocking-drawstring-kangaroo-pocket-product8237718.html,0
0,0.0,Marvel Spider-Man 3D Letter Print Pullover Hoodie,26.99,8356063,"Clothes Type:Hoodies;Style:Streetwear;Pattern Type:Letter;Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.4400kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/marvel-spider-man-3d-letter-product8356063.html,0
0,0.0,Marvel Spider-Man Fighting Graphic Hoodie,29.99,8356099,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Graphic,Print;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5490kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/marvel-spider-man-fighting-graphic-product8356099.html,0
41,22.99,Christmas Santa Claus Front Pocket Hoodie,38.87,8371382,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Cute;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Winter;Weight:0.5100kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/christmas-santa-claus-front-pocket-product8371382.html,0
34,19.99,Contrast Trim Splicing Pocket Hoodie,30.35,8171764,"Clothes Type:Hoodie;Occasion:Daily,Home,Sports,Work;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Color Block;Season:Fall,Spring,Winter;Weight:0.4300kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/contrast-trim-splicing-pocket-hoodie-product8171764.html,1
0,0.0,Casual Color Spliced Drawstring Hoodie,22.99,8214915,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.3700kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/casual-color-spliced-drawstring-long-product8214915.html,0
36,22.99,Christmas Santa Claus Print Front Pocket Drawstring Hoodie,35.9,8367649,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/christmas-santa-claus-print-front-product8367649.html,0
35,22.99,Christmas Cartoon Santa Claus Pattern Casual Front Pocket Hoodie,35.63,8366340,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Christmas Tree,Heart,Santa Claus,Star;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/christmas-cartoon-santa-claus-pattern-product8366340.html,0
42,22.99,3D Print Pharaoh Front Pocket Drawstring Hoodie,39.95,8367654,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print;Season:Fall,Spring,Winter;Weight:0.5400kg;Package Contents:1 x Hoodie;",https://www.dresslily.com/3d-print-pharaoh-front-pocket-product8367654.html,0
